City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
698,Coahuayana,MX,18.7333,-103.6833,79.16,89,100,3.15,overcast clouds
699,Presidente Olegario,BR,-18.4178,-46.4181,77.47,27,86,2.91,overcast clouds
700,Keti Bandar,PK,24.1447,67.4497,82.02,83,100,11.23,overcast clouds
701,Landerneau,FR,48.4525,-4.2525,66.96,88,0,6.91,clear sky
702,Meulaboh,ID,4.1363,96.1285,80.49,76,95,4.18,overcast clouds
703,Skibbereen,IE,51.55,-9.2667,62.11,99,100,1.72,overcast clouds
704,Catalao,BR,-18.1658,-47.9464,78.87,25,80,2.3,broken clouds
705,Santa Cruz De Tenerife,ES,28.4682,-16.2546,74.79,85,10,1.01,clear sky
706,La Ronge,CA,55.1001,-105.2842,66.42,42,75,2.3,broken clouds
707,Lipin Bor,RU,60.2622,37.9763,42.31,84,14,5.73,few clouds
708,Uruzgan,AF,32.8333,66.0,70.18,19,0,2.37,clear sky
709,Christchurch,NZ,-43.5333,172.6333,60.42,77,75,4.61,broken clouds
710,Pandan,PH,14.0453,124.1694,86.4,68,100,9.31,overcast clouds
711,Olinda,BR,-8.0089,-34.8553,76.73,73,40,8.05,scattered clouds
712,Saint-Georges,GD,12.0564,-61.7485,82.08,78,20,3.44,few clouds
713,Edgewater,US,28.9889,-80.9023,80.1,88,40,5.75,scattered clouds
714,Longyearbyen,SJ,78.2186,15.6401,35.44,80,75,17.27,broken clouds
